Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
India,IN,IND,Carbon stocks in forests,Million tonnes,,ECMFC,,"Environment, Climate Change, Mitigation, Forest and Carbon, Carbon Stocks in Living Biomass (in Forests)",2342.6833,2404.7006,2466.718,2528.7353,2590.7526,2652.77,2714.7873,2776.8047,2838.822,2839.1784,2839.5349,2839.8913,2840.2478,2840.6042,2840.9606,2841.3171,2841.6735,2842.03,2842.3864,2861.7815,2881.1766,2900.5718,2919.9669,2939.362,2950.4176,2961.4732,2972.5288,2983.5844,2994.64,,
India,IN,IND,Forest area,1000 HA,,ECMFF,,"Environment, Climate Change, Mitigation, Forest and Carbon, Forest Area",64668.6,65033.9,65399.2,65764.5,66129.8,66495.1,66860.4,67225.7,67591.0,67781.5,67972.0,68162.5,68353.0,68543.5,68734.0,68924.5,69115.0,69305.5,69496.0,69762.4,70028.8,70295.2,70561.6,70828.0,71094.4,71360.8,71627.2,71893.6,72160.0,72426.4,72692.8
India,IN,IND,Index of carbon stocks in forests,Index,,ECMFS,,"Environment, Climate Change, Mitigation, Forest and Carbon, Index of Carbon Stocks in Forests",100.0,102.647276309179,105.294556886968,107.941833196147,110.589109505327,113.236390083115,115.883666392295,118.530946970083,121.178223279263,121.193436603232,121.20865419581,121.22386751978,121.239085112358,121.254298436327,121.269511760296,121.284729352875,121.299942676844,121.315160269423,121.330373593392,122.158274658807,122.986175724222,123.814081058246,124.641982123661,125.469883189076,125.941803571998,126.41372395492,126.885644337841,127.357564720763,127.829485103684,,
India,IN,IND,Index of forest extent,Index,,ECMFE,,"Environment, Climate Change, Mitigation, Forest and Carbon, Index of Forest Extent",100.0,100.564880019051,101.129760038102,101.694640057153,102.259520076204,102.824400095255,103.389280114306,103.954160133357,104.519040152408,104.813618974278,105.108197796148,105.402776618019,105.697355439889,105.991934261759,106.286513083629,106.5810919055,106.87567072737,107.17024954924,107.464828371111,107.876774818072,108.288721265034,108.700667711996,109.112614158958,109.52456060592,109.936507052882,110.348453499844,110.760399946806,111.172346393768,111.58429284073,111.996239287691,112.408185734653
India,IN,IND,Land area,1000 HA,,ECMFL,,"Environment, Climate Change, Mitigation, Forest and Carbon, Land Area",297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0,297319.0
India,IN,IND,Share of forest area,Percent,,ECMFD,,"Environment, Climate Change, Mitigation, Forest and Carbon, Share of Forest Land",21.7505776623761,21.873442329619,21.996306996862,22.1191716641049,22.2420363313478,22.3649009985907,22.4877656658337,22.6106303330766,22.7334950003195,22.7975675957473,22.8616401911751,22.9257127866029,22.9897853820307,23.0538579774586,23.1179305728864,23.1820031683142,23.246075763742,23.3101483591698,23.3742209545976,23.4638216864714,23.5534224183453,23.6430231502191,23.732623882093,23.8222246139668,23.9118253458407,24.0014260777145,24.0910268095884,24.1806275414622,24.270228273336,24.3598290052099,24.4494297370837
