Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
India,IN,IND,"Temperature change with respect to a baseline climatology, corresponding to the period 1951-1980",Degree Celsius,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Climate Change, Climate Indicators, Temperature change. License: CC BY-NC-SA 3.0 IGO. Extracted from: http://www.fao.org/faostat/en/#data/ET. Date of Access: 28-09-2021",ECCS,Surface Temperature Change,"Environment, Climate Change, Climate and Weather, Surface Temperature Change",-0.214,-0.526,-0.062,0.002,-0.053,0.308,-0.213,-0.224,0.323,0.061,-0.485,0.019,0.346,0.033,-0.299,0.01,0.162,-0.161,0.299,0.391,0.068,-0.021,-0.165,-0.15,0.179,0.163,0.564,0.479,-0.029,-0.098,0.179,0.017,0.211,0.1,0.224,0.319,-0.092,0.588,0.467,0.356,0.479,0.831,0.689,0.57,0.606,0.685,0.636,0.303,1.176,1.159,0.364,0.487,0.445,0.536,0.705,1.077,0.962,0.881,0.813,0.529,0.734,0.784,0.894
